generic id,generic name,slug,drug class,indication
1356,Tacrolimus (Oral),tacrolimus-oral-1356,Drugs affecting the immune response,Prophylaxis of acute renal graft rejection
1027,Suxamethonium Chloride,suxamethonium-chloride-1027,Depolarizing muscle relaxants,Muscle relaxant
1373,Suvorexant,suvorexant-1373,Miscellaneous sedatives & hypnotics,Insomnia and sleep disturbances
1026,Super antioxidant [vitamins & minerals],super-antioxidant-vitamins-minerals-1026,,
1048,Sunitinib,sunitinib-1048,Targeted Cancer Therapy,Renal cell carcinoma
1025,Sumatriptan,sumatriptan-1025,5-HT Agonists,Migraine
1047,Sulphonated Surfactant,sulphonated-surfactant-1047,Benzoyl peroxide; Azelaic acid & other preparations,Acne vulgaris
1055,Testosterone Undecanoate,testosterone-undecanoate-1055,Male Sex hormones (Androgens),Testosterone replacement therapy
1074,Testosterone Decanoate,testosterone-decanoate-1074,Male Sex hormones (Androgens),Testosterone replacement therapy
1793,Terlipressin Acetate,terlipressin-acetate-1793,Other preparations,Bleeding or blood clotting problems
1632,Teriparatide,teriparatide-1632,Thyroid drugs & hormone,Osteoporosis
1054,Terfenadine,terfenadine-1054,Non-sedating antihistamines,Allergic conditions
1256,Terconazole,terconazole-1256,Drugs used in Vaginal and Vulval condition,Vulvovaginal candidiasis
1053,Terbutaline Sulfate,terbutaline-sulfate-1053,Short-acting selective & Î²2-adrenoceptor stimulants,Uncomplicated premature labour
1052,Terbinafine Hydrochloride,terbinafine-hydrochloride-1052,Other Antifungal preparations,
1051,Terazosin Hydrochloride,terazosin-hydrochloride-1051,Alpha adrenoceptor blocking drugs,Hypertension
1041,Tenoxicam,tenoxicam-1041,Drugs for Osteoarthritis,Pain and inflammation associated with musculoskeletal and joint disorders
1040,Tenofovir Disoproxil Fumarate,tenofovir-disoproxil-fumarate-1040,Drugs for HIV / Anti-retroviral drugs,HIV infection
1357,Tenofovir Alafenamide,tenofovir-alafenamide-1357,Hepatic viral infections (Hepatitis B),Liver disease
1792,Tenecteplase,tenecteplase-1792,Fibrinolytics (Thrombolytics),Myocardial infarction
1039,Temozolomide,temozolomide-1039,Cytotoxic Chemotherapy,Metastatic melanoma
1280,Temazepam,temazepam-1280,Benzodiazepine antagonist,Insomnia and sleep disturbances
572,Telmisartan + Hydrochlorothiazide,telmisartan-hydrochlorothiazide-572,Combined antihypertensive preparations,Myocardial infarction
1038,Telmisartan,telmisartan-1038,Angiotensin-ll receptor blocker,Hypertension
1037,Telbivudine,telbivudine-1037,Hepatic viral infections (Hepatitis B),Hepatitis B virus
1077,Teicoplanin,teicoplanin-1077,Glycopeptide,Septic arthritis
1035,Tegaserod,tegaserod-1035,Drugs for Irritable Bowel Syndrome,Irritable bowel syndrome and constipation
1187,Tioconazole,tioconazole-1187,Topical Antifungal preparations,Skin fungal infections
1073,Tinidazole,tinidazole-1073,Amoebicides,Vaginal trichomoniasis
1071,Timolol Maleate,timolol-maleate-1071,Drugs for miotics and glaucoma,Open angle glaucoma
1070,Tigecycline,tigecycline-1070,Tetracycline group of drugs,Skin and skin sructure infections
1069,Tiemonium Methylsulphate,tiemonium-methylsulphate-1069,Anticholinergics,Visceral muscle spasm
1279,Ticlopidine Hydrochloride,ticlopidine-hydrochloride-1279,Fibrinolytics (Thrombolytics),Stroke
1068,Ticagrelor,ticagrelor-1068,Anti-platelet drugs,With percutaneous coronary intervention or coronary artery bypass graft
1067,Tibolone,tibolone-1067,Drugs for menopausal symptoms: Hormone replacement therapy,Vaginal dryness
1874,Thymus Vulgaris Extracts,thymus-vulgaris-extracts-1874,Miscellaneous topical agents,Intimate hygiene wash
1866,Thiotepa,thiotepa-1866,Haematopoietic Agents,Allogeneic or autologous haematopoietic progenitor cell transplantation (HPCT)
1065,Thioridazine,thioridazine-1065,Phenothiazine drugs,Schizophrenia
1064,Thiopental Sodium,thiopental-sodium-1064,General (Intravenous) anesthetics,Reduction of raised intracranial pressure
1063,Thiamine Hydrochloride,thiamine-hydrochloride-1063,Vitamin-B preparations,Wernicke-Korsakoff syndrome
1062,Theophylline,theophylline-1062,Bronchodilator,Status asthmaticus
1061,Thalidomide,thalidomide-1061,Immunosuppressant,Severe erythema multiforme (Stevens-Johnson syndrome)
1481,Tetracycline Hydrochloride (Topical),tetracycline-hydrochloride-topical-1481,Topical Antibiotic preparations,Minor cuts
1060,Tetracycline Hydrochloride (Oral),tetracycline-hydrochloride-oral-1060,Tetracycline group of drugs,Uncomplicated gonorrhoea
1076,Tetracycline Hydrochloride (Ophthalmic),tetracycline-hydrochloride-ophthalmic-1076,Ophthalmic antibacterial drugs,Ocular infections
1058,Tetrabenazine,tetrabenazine-1058,Atypical neuroleptic drugs,Moderate to severe tardive dyskinesia
1075,Tetanus Antitoxin [Equine],tetanus-antitoxin-equine-1075,Vaccines; Anti-sera & Immunoglobulin,Tetanus
1100,Trastuzumab,trastuzumab-1100,,
1099,Tranexamic Acid,tranexamic-acid-1099,Anti-fibrinolytic drugs,Uterine bleeding
1098,Tramadol Hydrochloride,tramadol-hydrochloride-1098,Opioid analgesics,Renal colic
1497,Torsemide,torsemide-1497,Loop diuretics,Oedema
1097,Torasemide,torasemide-1097,Loop diuretics,Oedema
1295,Topotecan,topotecan-1295,Cytotoxic Chemotherapy,Small cell lung cancer
1096,Topiramate,topiramate-1096,Adjunct anti-epileptic drugs,Trigeminal neuralgia
1810,Tolvaptan,tolvaptan-1810,Selective vasopressin V2-receptor antagonist,Kidney disease
1095,Tolterodine Tartrate,tolterodine-tartrate-1095,BPH/ Urinary retention/ Urinary incontinence,Urinary incontinence
1094,Tolperisone Hydrochloride,tolperisone-hydrochloride-1094,Central Depolarizing muscle relaxants,Spasticity and muscle spasms
1211,Tolperisone + Lidocaine,tolperisone-lidocaine-1211,Centrally acting Skeletal Muscle Relaxants,Spinal automatism and discopathy
1093,Tolnaftate,tolnaftate-1093,Other Antifungal preparations,Superficial dermatophyte infections and pityriasis versicolor
1092,Tolfenamic acid,tolfenamic-acid-1092,Other drugs for migraine,Pain
1392,Tofacitinib,tofacitinib-1392,Immunosuppressant,Ulcerative colitis
1091,Tocilizumab,tocilizumab-1091,Drugs used for Rheumatoid Arthritis,Rheumatoid arthritis
1089,Tobramycin (Ophthalmic),tobramycin-ophthalmic-1089,Ophthalmic antibacterial drugs,Ocular infections
1090,Tobramycin (Nebuliser Solution),tobramycin-nebuliser-solution-1090,Aminoglycosides,Cystic fibrosis
1088,Tizanidine Hydrochloride,tizanidine-hydrochloride-1088,Centrally acting Skeletal Muscle Relaxants,Spasticity
1192,Titanium dioxide + Butyl methoxydibenzoyl methane + Padimate + Oxybenzone,titanium-dioxide-butyl-methoxydibenzoyl-methane-padimate-oxybenzone-1192,Sunblock Preparation,Sunblock
1360,Tiotropium (Dry Powder Inhaler),tiotropium-dry-powder-inhaler-1360,Anticholinergic bronchodilators,Severe bronchospasm
882,Tropicamide + Phenylephrine Hydrochloride,tropicamide-phenylephrine-hydrochloride-882,Preparations for Ophthalmic diagnosis,Uveal tract inflammation
2039,Tropicamide + Phenylephrine + Lidocaine,tropicamide-phenylephrine-lidocaine-2039,Other ophthalmic preparations,Mydriasis
1109,Tropicamide,tropicamide-1109,Mydriatic and Cycloplegic agents,Uveitis
1265,Trimipramine,trimipramine-1265,Tricyclic & related anti-depressant drugs,Depression
1108,Trimetazidine Dihydrochloride,trimetazidine-dihydrochloride-1108,Other Anti-anginal & Anti-ischaemic drugs,Meniereâ€™s disease
1107,Trimebutine Maleate,trimebutine-maleate-1107,Anticholinergics,Paralytic ileus and post-operative urinary retention
1106,Trihexyphenidyl Hydrochloride,trihexyphenidyl-hydrochloride-1106,Antiparkinson drugs,Parkinsonism
1105,Trifluridine,trifluridine-1105,Ophthalmic Anti-viral Products,Keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex viruses
1104,Trifluoperazine,trifluoperazine-1104,Phenothiazine drugs,Schizophrenia
1878,Trifarotene,trifarotene-1878,Topical retinoid and related preparations,Acne vulgaris
1103,Triamcinolone Acetonide (Topical),triamcinolone-acetonide-topical-1103,Corticosteroid,Psoriasis
1362,Triamcinolone Acetonide (Nasal Spray),triamcinolone-acetonide-nasal-spray-1362,Corticosteroid,Perennial or seasonal allergic rhinitis
1361,Triamcinolone Acetonide (Injection),triamcinolone-acetonide-injection-1361,Corticosteroid,Severe erythema multiforme (Stevens-Johnson syndrome)
558,Triamcinolone + Neomycin + Nystatin + Gramicidin,triamcinolone-neomycin-nystatin-gramicidin-558,Triamcinolone & Combined preparations,Superficial bacterial infections
1102,Tretinoin (Topical),tretinoin-topical-1102,Topical retinoid and related preparations,Scaly skin disease
1796,Tretinoin (Oral),tretinoin-oral-1796,Oral Retinoid preparations,Leukemia
1484,Trelagliptin Succinate,trelagliptin-succinate-1484,Dipeptidyl Peptidase-4 (DPP-4) inhibitor,Type 2 DM
1072,Travoprost + Timolol Maleate,travoprost-timolol-maleate-1072,Drugs for miotics and glaucoma,Open angle glaucoma
1101,Travoprost,travoprost-1101,Drugs for miotics and glaucoma,Open angle glaucoma
1427,Trastuzumab Emtansine,trastuzumab-emtansine-1427,Anti neoplastic preparations,Metastatic breast carcinoma
1118,Vancomycin Hydrochloride,vancomycin-hydrochloride-1118,,Infections
574,Valsartan + Hydrochlorothiazide,valsartan-hydrochlorothiazide-574,Combined antihypertensive preparations,Hypertension
1117,Valsartan,valsartan-1117,Angiotensin-ll receptor blocker,Post myocardial infarction
1425,Valganciclovir,valganciclovir-1425,Anti-viral drugs,Cytomegalovirus (CMV) retinitis
1115,Valacyclovir,valacyclovir-1115,Herpes simplex & Varicella-zoster virus infections,Varicella zoster (chickenpox)
1114,Ursodeoxycholic Acid,ursodeoxycholic-acid-1114,Anti-gallstones drugs: Bile Acids,Primary biliary cirrhosis
1231,Urokinase,urokinase-1231,Fibrinolytics (Thrombolytics),Thromboembolism
1364,Urea (25%),urea-25-1364,Topical urea preparations,Hyperkeratosis
1113,Urea (10%),urea-10-1113,Topical urea preparations,Psoriasis
1886,Upadacitinib,upadacitinib-1886,Drugs used for Rheumatoid Arthritis,Rheumatoid arthritis
2041,Undenatured Type II Collagen + Glucosamine Sulfate + Chondroitin Sulfate,undenatured-type-ii-collagen-glucosamine-sulfate-chondroitin-sulfate-2041,Specific mineral preparations,Rheumatoid arthritis
2038,Undenatured Type II Collagen + Glucosamine sulfate + Boswellia serrata + Boron,undenatured-type-ii-collagen-glucosamine-sulfate-boswellia-serrata-boron-2038,Specific mineral & vitamin combined preparations,Osteoarthritis (degenerative arthritis)
1540,Undenatured Type II Collagen,undenatured-type-ii-collagen-1540,Specific mineral preparations,Osteoarthritis (degenerative arthritis)
1363,Ulipristal Acetate [For uterine fibroids],ulipristal-acetate-for-uterine-fibroids-1363,Drugs acting on the Uterus,Uterine fibroids
1154,Ulipristal Acetate [For emergency contraception],ulipristal-acetate-for-emergency-contraception-1154,Drugs acting on the Uterus,Uterine fibroids
1112,Typhoid Polysaccharide Vaccine,typhoid-polysaccharide-vaccine-1112,Vaccines; Anti-sera & Immunoglobulin,Active immunization against typhoid fever
1111,Tulobuterol Hydrochloride,tulobuterol-hydrochloride-1111,Short-acting selective & Î²2-adrenoceptor stimulants,Chronic obstructive pulmonary disease (COPD)
1655,TTO Thermal Toothpaste,tto-thermal-toothpaste-1655,Miscellaneous topical agents,Dental hypersensitivity
1110,Trypan Blue,trypan-blue-1110,Preparations for Ophthalmic diagnosis,Aid in ophthalmic surgery by staining the anterior capsule of the lens
1812,Trospium Chloride,trospium-chloride-1812,Other genito-urinary preparations,Urinary incontinence
1129,Vitamin A; Vitamin B complex; Vitamin C ; Vitamin D and Vitamin E,vitamin-a-vitamin-b-complex-vitamin-c-vitamin-d-and-vitamin-e-1129,Specific combined vitamin preparations,Parenteral nutrition
1156,Vitamin A,vitamin-a-1156,Vitamin-A preparations,Xerophthalmia
1128,Vinpocetine,vinpocetine-1128,Cerebral vasodilator & Neurosensory oxygenator drugs,Ischaemic events
1246,Vinorelbine Tartrate,vinorelbine-tartrate-1246,Cytotoxic Chemotherapy,Non-small cell lung cancer
1127,Vincristine Sulfate,vincristine-sulfate-1127,Cytotoxic Chemotherapy,Wilm's tumour
1126,Vinblastine Sulfate,vinblastine-sulfate-1126,Cytotoxic Chemotherapy,Testicular cancer
738,Vildagliptin + Metformin Hydrochloride,vildagliptin-metformin-hydrochloride-738,Combination Oral hypoglycemic preparations,Type 2 DM
1125,Vildagliptin,vildagliptin-1125,Dipeptidyl Peptidase-4 (DPP-4) inhibitor,Type 2 DM
2068,Vilazodone Hydrochloride,vilazodone-hydrochloride-2068,Atypical anti-depressant drugs,Major depressive disorder
1977,Vilanterol Trifenatate + Fluticasone Furoate,vilanterol-trifenatate-fluticasone-furoate-1977,Respiratory corticosteroids,COPD
1978,Vilanterol + Umeclidinium + Fluticasone Furoate,vilanterol-umeclidinium-fluticasone-furoate-1978,Combined bronchodilators,COPD
1155,Verteporfin,verteporfin-1155,Drugs for Age-Related Macular Degeneration (AMD),Neovascular age-related macular degeneration
2047,Vericiguat,vericiguat-2047,Stimulator of soluble guanylate cyclase,Cardiovascular disease
1124,Verapamil Hydrochloride,verapamil-hydrochloride-1124,Calcium-channel blockers,Tachycardia
1123,Venlafaxine Hydrochloride,venlafaxine-hydrochloride-1123,Serotonin-norepinephrine reuptake inhibitor (SNRI),Social anxiety disorder
2063,Venetoclax,venetoclax-2063,Cytotoxic Chemotherapy,Chronic lymphocytic leukemia
1122,Vecuronium Bromide,vecuronium-bromide-1122,Non depolarizing muscle relaxants,Skeletal muscle relaxation
1121,Varicella Virus Vaccine,varicella-virus-vaccine-1121,Vaccines; Anti-sera & Immunoglobulin,Varicella infection
1120,Varenicline Tartrate,varenicline-tartrate-1120,Drugs used in substance dependence,Smoking cessation aid
1119,Vardenafil,vardenafil-1119,Drugs for Erectile Dysfunction,Erectile dysfunction
1140,Yellow Fever Vaccine,yellow-fever-vaccine-1140,,
1139,Xylometazoline Hydrochloride,xylometazoline-hydrochloride-1139,Nasal Anti-histamine preparations,Sinusitis
1461,White soft paraffin + Liquid paraffin + Wool alcohol,white-soft-paraffin-liquid-paraffin-wool-alcohol-1461,Emollients & combined preparations,Ophthalmic surgery
1439,White Soft Paraffin + Liquid Paraffin,white-soft-paraffin-liquid-paraffin-1439,Emollients & combined preparations,Dry skin
1489,Water for injection,water-for-injection-1489,Other preparations,Irrigation solution
1166,Warfarin Sodium,warfarin-sodium-1166,Oral Anti-coagulants,Venous thromboembolism
1238,Voriconazole,voriconazole-1238,Other Antifungal preparations,Scedosporiosis and fusariosis
1266,Voglibose,voglibose-1266,Alpha-Glucosidase inhibitor,Type 2 DM
1872,vitamins [C; E; B9 and B12] and minerals [Selenium; Copper and Zinc],vitamins-c-e-b9-and-b12-and-minerals-selenium-copper-and-zinc-1872,Supplements & adjuvant therapy,Antioxidant
1136,Vitamin C; Vitamin E; Lutein; Copper & Zinc,vitamin-c-vitamin-e-lutein-copper-zinc-1136,Anti-oxidant Multivitamin Multimineral preparations,Vitamin or mineral deficiency
1162,Vitamin C + Vitamin E,vitamin-c-vitamin-e-1162,Anti-oxidant Multivitamin preparations,Vitamin C deficiency
496,Vitamin C + Vitamin D3 + Folic acid,vitamin-c-vitamin-d3-folic-acid-496,Specific combined vitamin preparations,Vitamin B;Vitamin-C and Folic acid deficiencies
1137,Vitamin C [Ascorbic acid],vitamin-c-ascorbic-acid-1137,Vitamin-C Preparations,Vitamin C deficiency
497,Vitamin B6; B9 & B12,vitamin-b6-b9-b12-497,Specific combined vitamin preparations,Vitamin B deficiencies
307,Vitamin B12 + Elemental Iron + Folic Acid,vitamin-b12-elemental-iron-folic-acid-307,Iron & Vitamin Combined preparations,Megaloblastic anaemia
1042,Vitamin B1; B2 & B6,vitamin-b1-b2-b6-1042,Specific combined vitamin preparations,Vitamin B deficiencies
1135,Vitamin B1; B6 & B12,vitamin-b1-b6-b12-1135,Specific combined vitamin preparations,Vitamin B deficiencies
1133,Vitamin B Complex + Zinc,vitamin-b-complex-zinc-1133,Specific mineral & vitamin combined preparations,Vitamins B and Zinc deficiencies
1366,Vitamin B complex + Vitamin C,vitamin-b-complex-vitamin-c-1366,Specific combined vitamin preparations,Vitamin B deficiencies
1131,Vitamin B complex,vitamin-b-complex-1131,Specific combined vitamin preparations,Vitamin B deficiencies
1150,Zuclopenthixol,zuclopenthixol-1150,Phenothiazine related drugs,Schizophrenia
1149,Zopiclone,zopiclone-1149,Miscellaneous sedatives & hypnotics,Insomnia and sleep disturbances
1380,Zonisamide,zonisamide-1380,Adjunct anti-epileptic drugs,Partial seizures
1148,Zolpidem Tartrate,zolpidem-tartrate-1148,Miscellaneous sedatives & hypnotics,Insomnia and sleep disturbances
1147,Zolmitriptan,zolmitriptan-1147,5-HT Agonists,Migraines
1368,Zoledronic Acid [For osteoporosis],zoledronic-acid-for-osteoporosis-1368,Bisphosphonate preparations,Post-menopausal osteoporosis
1146,Zoledronic Acid [For hypercalcemia],zoledronic-acid-for-hypercalcemia-1146,Bisphosphonate preparations,Post-menopausal osteoporosis
1145,Ziprasidone,ziprasidone-1145,Atypical neuroleptic drugs,Schizophrenia
1144,Zinc Sulfate Monohydrate,zinc-sulfate-monohydrate-1144,Specific mineral preparations,Zinc deficiency
1670,Zinc oxide; Octinoxate; Enzacamene and Avobenzone,zinc-oxide-octinoxate-enzacamene-and-avobenzone-1670,Sunblock Preparation,Sunburn
1567,Zinc Oxide + Virgin Castor Oil,zinc-oxide-virgin-castor-oil-1567,Emollients & combined preparations,Skin rash
1193,Zinc oxide + Ethylhexyl Methoxycinnamate + 4-Methylbenzylidene Camphor + Butyl Methoxydibenzoylmethane,zinc-oxide-ethylhexyl-methoxycinnamate-4-methylbenzylidene-camphor-butyl-methoxydibenzoylmethane-1193,Sunblock Preparation,Sunblock
1605,Zinc oxide + Benzyl alcohol + Benzyl benzoate + Benzyl cinnamate + Lanolin,zinc-oxide-benzyl-alcohol-benzyl-benzoate-benzyl-cinnamate-lanolin-1605,Sunblock Preparation,Sunburn
755,Zinc Oxide [Microfine],zinc-oxide-microfine-755,Sunblock Preparation,Sunblock
1143,Zinc Oxide,zinc-oxide-1143,Drugs used in diaper rash,Pressure sores
1446,Zinc Orotate,zinc-orotate-1446,Specific mineral preparations,Severe diarrhea
1229,Zidovudine,zidovudine-1229,Drugs for HIV / Anti-retroviral drugs,HIV infection
1142,Zaleplon,zaleplon-1142,Benzodiazepine hypnotics,Insomnia and sleep disturbances
1141,Zafirlukast,zafirlukast-1141,Leukotriene receptor antagonists,Chronic asthma
